,EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
293,137033,TULARE CTY MTNS (ZONE), ,9/10/2008,1724,Wildfire, , ,0,0,0,0,CA,PST-8, ,23430,Z,97,HNX,0,0,Park/Forest Service, , , , , , , , , , , , ,,"The Hidden wildfire was located in Sequoia National Park, 12 miles North-Northeast of Three Rivers in Tulare County, and was ignited on September 10 at 1724 PST. The case was lightning and the size was 3,366 acres. There were no fatalities or property damage. The cost to containment was  $8,913,311. The wildfire was contained on September 30 at 1700 PST.",294,,,,,,,,,,,,,,,,,,,
294,137034,S SIERRA FOOTHILLS (ZONE), ,9/11/2008,2000,Wildfire, , ,0,0,0,0,CA,PST-8, ,23431,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , , , , , ,,"The Cascadel wildfire was located in the Sierra National Forest. The ignition date was September 11 at 2000 PST. The cause was human, from target shooting. The location was 3 miles East-Northeast of North Fork in Madera County. The size was 280 acres. The wildfire was contained on September 17 at 1700 PST. There were no fatalities or properties damaged. The cost to containment was $3,100,000.",295,,,,,,,,,,,,,,,,,,,
295,134070,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE (ZONE), ,10/12/2008,58,Wildfire, , ,0,0,0,0,CA,PST-8, ,22886,Z,54,LOX,0,0,Park/Forest Service, , , , , , , , , , , , ,"The Marek Wildfire burned 4,824 acres of land in the Angeles National Forecast. Given the proximity of the wildfire to some foothill communities, numerous structures were destroyed or damaged. In total, 39 residences were destroyed and 9 severely damaged. In addition, two commercial buildings were destroyed and one severely damaged. Over $4 million was spent to fight the fire.","The combination of very hot temperatures, low relative humidity and gusty offshore winds helped to fuel two significant wildfires in Los Angeles county. The Marek Fire burned 4,824 acres in the Angeles National Forest, just north of Glendale. The Sesnon Fire burned 14,703 acres in the Santa Clarita Valley of Los Angeles County, near the community of Porter Ranch. Both wildfires occurred within the urban-wildland fire interface, destroying or damaging numerous homes.",296,,,,,,,,,,,,,,,,,,,
296,134071,SANTA CLARITA VALLEY (ZONE), ,10/13/2008,938,Wildfire, , ,0,0,0,0,CA,PST-8, ,22886,Z,88,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Sesnon Wildfire burned 14,703 acres of land in the Santa Susana Mountains. Given the proximity of the fire to the urban-wildland fire interface, numerous homes were destroyed in the communities of Poter Ranch, Twin Lakes and Indian Hills. In total, 15 homes were destroyed and 11 severely damaged while 63 outbuildings were destroyed. The total cost to fight the fire was over $12 million.","The combination of very hot temperatures, low relative humidity and gusty offshore winds helped to fuel two significant wildfires in Los Angeles county. The Marek Fire burned 4,824 acres in the Angeles National Forest, just north of Glendale. The Sesnon Fire burned 14,703 acres in the Santa Clarita Valley of Los Angeles County, near the community of Porter Ranch. Both wildfires occurred within the urban-wildland fire interface, destroying or damaging numerous homes.",297,,,,,,,,,,,,,,,,,,,
297,138979,SAN DIEGO COUNTY COASTAL AREAS (ZONE), ,10/13/2008,1049,Wildfire, , ,0,0,100000,0,CA,PST-8, ,23816,Z,43,SGX,1,0,Fire Department/Rescue, , , , , , , , , , , , ,,"The Juliet Fire began at 10:49 AM on October 13th, 2008 at the Camp Pendleton Marine Corps base in Oceanside, California. Mandatory evacuations were in place for several housing areas on the base, as well as portions of Oceanside and Fallbrook. The fire burned 4,026 acres before being contained on the evening of the 15th. One firefighter sustained minor injuries and two commercial greenhouses near the base were destroyed.",298,,,,,,,,,,,,,,,,,,,
298,138976,SAN DIEGO COUNTY MOUNTAINS (ZONE), ,10/14/2008,245,Wildfire, , ,0,0,0,0,CA,PST-8, ,23813,Z,58,SGX,2,0,Fire Department/Rescue, , , , , , , , , , , , ,,"The Shockey Fire began at 2:45 AM on October 14th, 2008 in Morena Village, CA along Highway 94 at Shockey Truck Trail. Approximately 300 homes were evacuated in Lake Morena and Campo.  The 200 acre fire was contained by 6 PM. No structures were damaged or destroyed. Two firefighters sustained minor injuries.",299,,,,,,,,,,,,,,,,,,,
299,141546,SANTA BARBARA COUNTY SOUTH COAST (ZONE), ,11/13/2008,1830,Wildfire, , ,0,0,0,0,CA,PST-8, ,24332,Z,39,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Tea Fire burned 1,940 acres of land in the foothills of the Santa Ynez mountains near the community of Montecito. The fire ignited when strong north winds, gusting to 72 mph, blew some embers from a bonfire started by several individuals. The winds spread the fire very quickly, consuming most of its acreage in one burn period. The fire destroyed approximately 210 residences and severely damaged 9 others. Westmont College in the foothills of Montecito experienced significant destruction, including the Physics building and numerous staff housing. Initial property damage estimates are not available at this time.","An extended period of offshore winds affected Southern California. North to northeast wind gusts in excess of 65 MPH were reported in some areas. The strong winds, combined with very dry conditions, helped fuel two significant wildfires. The Tea Fire, near Montecito in Santa Barbara county, burned 1,940 acres. The Sayre Fire, north of Sylmar in Los Angeles county, burned 11,262 acres. Both fires produced significant loss of residences.",300,,,,,,,,,,,,,,,,,,,
300,141547,SANTA BARBARA COUNTY MOUNTAINS (ZONE), ,11/13/2008,1830,Wildfire, , ,0,0,0,0,CA,PST-8, ,24332,Z,52,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Tea Fire burned 1,940 acres of land in the foothills of the Santa Ynez mountains near the community of Montecito. The fire ignited when strong north winds, gusting to 72 mph, blew some embers from a bonfire started by several individuals. The winds spread the fire very quickly, consuming most of its acreage in one burn period. The fire destroyed approximately 210 residences and severely damaged 9 others. Westmont College in the foothills of Montecito experienced significant destruction, including the Physics building and numerous staff housing. Initial property damage estimates are not available at this time.","An extended period of offshore winds affected Southern California. North to northeast wind gusts in excess of 65 MPH were reported in some areas. The strong winds, combined with very dry conditions, helped fuel two significant wildfires. The Tea Fire, near Montecito in Santa Barbara county, burned 1,940 acres. The Sayre Fire, north of Sylmar in Los Angeles county, burned 11,262 acres. Both fires produced significant loss of residences.",301,,,,,,,,,,,,,,,,,,,
301,141549,LOS ANGELES COUNTY SAN FERNANDO VALLEY (ZONE), ,11/14/2008,2249,Wildfire, , ,0,0,3500000,0,CA,PST-8, ,24332,Z,547,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Sayre Fire burned 11,262 acres of land in the foothills of Los Angeles county near the community of Sylmar. The fire, started under unknown circumstances, was fueled by northeast winds gusting in excess of 60 MPH as well as very dry conditions. The Sayre Fire produced significant property damage. An estimated 487 residences were destroyed with the most significant damage occurring in a mobile home park. Initial property damage estimates are in excess of $3.5 million.","An extended period of offshore winds affected Southern California. North to northeast wind gusts in excess of 65 MPH were reported in some areas. The strong winds, combined with very dry conditions, helped fuel two significant wildfires. The Tea Fire, near Montecito in Santa Barbara county, burned 1,940 acres. The Sayre Fire, north of Sylmar in Los Angeles county, burned 11,262 acres. Both fires produced significant loss of residences.",302,,,,,,,,,,,,,,,,,,,
302,141550,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE (ZONE), ,11/14/2008,2249,Wildfire, , ,0,0,3500000,0,CA,PST-8, ,24332,Z,54,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Sayre Fire burned 11,262 acres of land in the foothills of Los Angeles county near the community of Sylmar. The fire, started under unknown circumstances, was fueled by northeast winds gusting in excess of 60 MPH as well as very dry conditions. The Sayre Fire produced significant property damage. An estimated 487 residences were destroyed with the most significant damage occurring in a mobile home park. Initial property damage estimates are in excess of $3.5 million.","An extended period of offshore winds affected Southern California. North to northeast wind gusts in excess of 65 MPH were reported in some areas. The strong winds, combined with very dry conditions, helped fuel two significant wildfires. The Tea Fire, near Montecito in Santa Barbara county, burned 1,940 acres. The Sayre Fire, north of Sylmar in Los Angeles county, burned 11,262 acres. Both fires produced significant loss of residences.",303,,,,,,,,,,,,,,,,,,,
303,141232,ORANGE COUNTY COASTAL AREAS (ZONE), ,11/15/2008,901,Wildfire, , ,0,0,150000000,0,CA,PST-8, ,24275,Z,42,SGX,14,0,Fire Department/Rescue, , , , , , , , , , , , ,,"The Freeway Complex Fire began in the Santa Ana River bottom near Corona on November 15, 2008. Dry, Santa Ana winds caused the fire to quickly spread into the Chino Hills and the nearby cities of Yorba Linda, Anaheim Hills, and Brea. The Freeway Complex Fire burned 30,305 acres and forced the evacuation of about 40,000 people. The fire damaged 127 homes, 2 commercial properties, and 32 outbuildings. The fire destroyed 187 homes, 2 commercial properties, and 11 outbuilding.",304,,,,,,,,,,,,,,,,,,,
304,141233,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE), ,11/15/2008,901,Wildfire, , ,0,0,0,0,CA,PST-8, ,24275,Z,48,SGX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,,"The Freeway Complex Fire began in the Santa Ana River bottom near Corona on November 15, 2008. Dry, Santa Ana winds caused the fire to quickly spread into the Chino Hills and the nearby cities of Yorba Linda, Anaheim Hills, and Brea. The Freeway Complex Fire burned 30,305 acres and forced the evacuation of about 40,000 people. The fire damaged 127 homes, 2 commercial properties, and 32 outbuildings. The fire destroyed 187 homes, 2 commercial properties, and 11 outbuilding.",305,,,,,,,,,,,,,,,,,,,
305,158586,COACHELLA VALLEY (ZONE), ,3/22/2009,1305,Wildfire, , ,0,0,6000,0,CA,PST-8, ,27041,Z,61,SGX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,A vegetation fire fueled by gusty winds spread to a single family home near La Quinta and partially destroyed the roof.,"An upper-level trough coupled with a 125 MPH jet max and strong onshore pressure gradients brought light rain and strong winds to Southern California on March 22nd. Gusty winds knocked down trees, freeway signs, and power lines in the mountains and deserts. Two fires were reported during this time, both of which caused damage to structures and trees.",306,,,,,,,,,,,,,,,,,,,
306,158587,COACHELLA VALLEY (ZONE), ,3/22/2009,1345,Wildfire, , ,0,0,60000,0,CA,PST-8, ,27041,Z,61,SGX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"A vegetation fire fueled by gusty winds spread through Lake Cahuilla Park near La Quinta. The fire destroyed playground equipment, an awning of a building, and 35 palm trees.","An upper-level trough coupled with a 125 MPH jet max and strong onshore pressure gradients brought light rain and strong winds to Southern California on March 22nd. Gusty winds knocked down trees, freeway signs, and power lines in the mountains and deserts. Two fires were reported during this time, both of which caused damage to structures and trees.",307,,,,,,,,,,,,,,,,,,,
307,166787,COACHELLA VALLEY (ZONE), ,4/3/2009,1700,Wildfire, , ,0,0,250000,0,CA,PST-8, ,28354,Z,61,SGX,0,0,Newspaper, , , , , , , , , , , , ,"The fire began in sparse desert brush near a residential neighborhood. Strong, gusty winds spread the fire towards the neighborhood, resulting in the damage of two homes and the evacuation of approximately 50 other homes. No major injuries were reported.","A 50 acre brush fire in Palm Springs, driven by strong gusty winds, damaged two homes and led to the evacuation of 50 other homes. The fire began in the late afternoon, burning desert scrub near a residential neighborhood. The fire was contained later that evening.",308,,,,,,,,,,,,,,,,,,,
308,169358,SANTA BARBARA COUNTY MOUNTAINS (ZONE), ,5/5/2009,1230,Wildfire, , ,0,30,17000000,0,CA,PST-8, ,28801,Z,52,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Jesusita Wildfire burned 8,733 acres of land in the hills above the city of Santa Barbara. The fire was driven by a combination of a large dead fuel bed and gusty Sundowner winds. Automated sensors in the vicinity of the fire reported northerly wind gusts in excess of 60 MPH for many hours which were supported by observations from the fireline. Overall, 80 homes were destroyed and another 15 homes were badly damaged. No deaths were reported, but at least 30 firefighters reported some type of injury. Suppression costs were in excess of $17 million with no report of the amount of property damage.","The Jesusita Fire burned over 8,700 acres in the hills above the city of Santa Barbara. This wildfire was driven by a combination of a large dead fuel bed and Sundowner winds gusting over 60 MPH. The damage as a result of this fire was significant with 80 homes destroyed and another 15 homes badly damaged. No deaths were reported but at least 30 firefighters were injured battling the fire.",309,,,,,,,,,,,,,,,,,,,
309,169359,SANTA BARBARA COUNTY SOUTH COAST (ZONE), ,5/5/2009,1230,Wildfire, , ,0,30,17000000,0,CA,PST-8, ,28801,Z,39,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Jesusita Wildfire burned 8,733 acres of land in the hills above the city of Santa Barbara. The fire was driven by a combination of a large dead fuel bed and gusty Sundowner winds. Automated sensors in the vicinity of the fire reported northerly wind gusts in excess of 60 MPH for many hours which were supported by observations from the fireline. Overall, 80 homes were destroyed and another 15 homes were badly damaged. No deaths were reported, but at least 30 firefighters reported some type of injury. Suppression costs were in excess of $17 million with no report of the amount of property damage.","The Jesusita Fire burned over 8,700 acres in the hills above the city of Santa Barbara. This wildfire was driven by a combination of a large dead fuel bed and Sundowner winds gusting over 60 MPH. The damage as a result of this fire was significant with 80 homes destroyed and another 15 homes badly damaged. No deaths were reported but at least 30 firefighters were injured battling the fire.",310,,,,,,,,,,,,,,,,,,,
310,173054,SAN DIEGO COUNTY COASTAL AREAS (ZONE), ,5/12/2009,1145,Wildfire, , ,0,0,0,0,CA,PST-8, ,29515,Z,43,SGX,0,0,Newspaper, , , , , , , , , , , , ,A four acre fire began around 1145 PST in Otay Mesa along Airway Road near Caliente Avenue. The fire spread through light grass and into a pile of tires. A shed and an abandoned house were destroyed by the blaze. The fire was contained by about 1245 PST. No injuries were reported.,A small fire fueled by gusty winds destroyed a shed and an abandoned house in Otay Mesa.,311,,,,,,,,,,,,,,,,,,,
311,173050,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE), ,5/27/2009,1447,Wildfire, , ,0,0,0,0,CA,PST-8, ,29510,Z,48,SGX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"Two separate vegetation fires were started by an arsonist around 1447 PST on May 27th. The fires spread over the next twenty-four hours, burning a total of 503 acres. The fires caused the evacuation of parts of the Lake Perris State Recreation Area and the closure of several roads. No damage or injuries were reported.",Two vegetation fires began on May 27th near the Lake Perris State Recreation Area. The fire led to an evaction of the Lake Perris State Recreation Area campground and several roads were closed in the area.The 503 acre fire was contained around 1700 PST on May 28th. The cause of the fire was determined to be arson. No damage to structures or injuries were reported.,312,,,,,,,,,,,,,,,,,,,
312,185358,S SIERRA MTNS (ZONE), ,6/1/2009,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,31549,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , , , , , ,,"Thunderstorms developed over western Fresno County during the evening of June 4th, and rapidly grew in intensity. One severe thunderstorm had a reflectivity of 73 dBz, and a VIL (vertically integrated liquid) of 43 g/kg. Hail up to an inch in diameter fell near the town of Helm, and outflow winds were estimated at around 60 mph.||The low finally moved onshore on the 5th, and lifted northeast into northern Nevada that evening. An upper-level trough remained over California, with an unseasonably cold airmass aloft. Upper-level impulses moving through the trough continued the threat of afternoon and evening mountain convection, with isolated light showers drifting over the San Joaquin Valley at times. Temperatures fell to some 10-15 degrees below normal, and stayed well below normal for the next week.||The Grouse wildfire that was sparked by lightning on May 30th continued through the month of June. The ignition time was 1400 PST on May 30th, the location was 3 miles southwest of Yosemite Valley in Mariposa County.  The size of the fire was 3047 acres. The cost to containment was $2.9 million. The containment date was July 13th.",313,,,,,,,,,,,,,,,,,,,
313,185359,S SIERRA MTNS (ZONE), ,6/7/2009,2301,Wildfire, , ,0,0,0,0,CA,PST-8, ,31553,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , , , , , ,,"The Harden wildfire located in Yosemite NP, ignited on June 7th at 2301 PST due to lightning. The location was 13 miles north of Yosemite Valley in Mariposa County. The size was 1661 acres. Containment was on July 10th. Cost to containment was $880,000.",314,,,,,,,,,,,,,,,,,,,
314,185380,TULARE CTY MTNS (ZONE), ,6/17/2009,1223,Wildfire, , ,0,0,0,0,CA,PST-8, ,31552,Z,97,HNX,0,0,Park/Forest Service, , , , , , , , , , , , ,,"Unsettled weather remained across inland Central California through much of early and mid June due to upper level low pressure and pulses of energy in the upper atmosphere. Scattered thunderstorms were common during this time period over the Southern Sierra Nevada. Daytime temperatures were typically 10-20 degrees cooler than normal for many locations.||A hiker on Half Dome in Yosemite National Park was killed when he fell while climbing. Conditions at the time were stormy with brief bursts of heavy rain...lightning and hail. ||A wildfire was ignited on June 17th at 1232 PST by lightning. The Shotgun wildfire was located 25 miles northeast of Porterville in Tulare County. The size was 900 acres and containment was 50% on July 10th. The cost for containment was $40,000.",315,,,,,,,,,,,,,,,,,,,
315,191719,TULARE CTY MTNS (ZONE), ,7/1/2009,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,32828,Z,97,HNX,0,0,Park/Forest Service, , , , , , , , , , , , ,,"The Lion Wildfire, located in Sequoia National Forest, ignited on 6/30/09 at 1030 PDT due to lightning strikes. The location was 3 miles northwest of the Blackrock Ranger Station on the Kern Plateau in Tulare County. The size was 2023 acres. There were no fatalities or structures lost directly due to the wildfire. The cost to containment was  $528,190.",316,,,,,,,,,,,,,,,,,,,
316,186730,MOTHERLODE/CAMPTONVILLE TO GROVELAND (ZONE), ,7/26/2009,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,31466,Z,67,STO,0,0,Park/Forest Service, , , , , , , , , , , , ,"A wildfire started on July 26th along the Middle Fork of the Stanislaus River, near Mt. Knight, in Stanislaus County.  The fire had burned 2734 acres by the end of July and continued to burn into August.  It brought multiple local road closures and smoke to the nearby area.","The Knight Fire started on July 26th, burning a forested area by the Middle Fork of the Stanislaus River.",317,,,,,,,,,,,,,,,,,,,
317,191846,WEST SLOPE NORTHERN SIERRA NEVADA (ZONE), ,8/1/2009,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,32874,Z,69,STO,0,0,Park/Forest Service, , , , , , , , , , , , ,"There were 6130 acres of forest burned in rugged terrain along the Middle Fork of the American River.  Local forest service roads were closed due to the fire, as were several campgrounds.",The Knight Fire burned an area of forest along the Middle Fork of the American River.  The fire started on July 26th and was 100 percent contained by August 11th.,318,,,,,,,,,,,,,,,,,,,
318,191830,BURNEY BASIN/EASTERN SHASTA COUNTY (ZONE), ,8/1/2009,1800,Wildfire, , ,0,0,0,0,CA,PST-8, ,32846,Z,14,STO,0,0,Park/Forest Service, , , , , , , , , , , , ,"Thunderstorm lightning strikes starting at least 43 fires in Lassen National Forest on August 1st. The largest of the Hat Creek Complex fires were the Sugarloaf, Brown, and the Butte fires. There were 11,269 acres of forest burned in the Complex.  Other impacts included evacuations of campgrounds in the Hat Creek Recreation area, road closures of portions of State Highway 89 and State Highway 44, and the closure of the Pacific Crest Trail.",The Hat Creek Complex and SHU Lightning Complex fires were started by lightning strikes from thunderstorms on the evening of August 1st.  Approximately 1800 lightning ground strikes were recorded in Northern California.  The Hat Creek Complex continued until containment on August 12th.  THe SHU Lightning Complex continued until containment on August 17th.,319,,,,,,,,,,,,,,,,,,,
319,191853,BURNEY BASIN/EASTERN SHASTA COUNTY (ZONE), ,8/1/2009,1900,Wildfire, , ,0,0,0,0,CA,PST-8, ,32846,Z,14,STO,0,0,Park/Forest Service, , , , , , , , , , , , ,"Thunderstorm lightning strikes started numerous fires in Shasta County on the evening of August 1st. The SHU Complex consisted of 40 fires, with the largest being the Gomez, Cave, Cassel, the Goose, and the Chalk fires.  Dozens of homes were evacuated and a number of area roads were closed. There were 17,623 acres of forest burned prior to containment on August 17th.  This fire complex included burned acreage in CA-Z013.",The Hat Creek Complex and SHU Lightning Complex fires were started by lightning strikes from thunderstorms on the evening of August 1st.  Approximately 1800 lightning ground strikes were recorded in Northern California.  The Hat Creek Complex continued until containment on August 12th.  THe SHU Lightning Complex continued until containment on August 17th.,320,,,,,,,,,,,,,,,,,,,
320,191854,SHASTA LAKE/NORTH SHASTA COUNTY (ZONE), ,8/1/2009,1900,Wildfire, , ,0,0,0,0,CA,PST-8, ,32846,Z,13,STO,0,0,Park/Forest Service, , , , , , , , , , , , ,"Thunderstorm lightning strikes started numerous fires in Shasta County on the evening of August 1st. The Complex consisted of 40 fires, with the largest being the Gomez, Cave, Cassel, the Goose, and the Chalk fires. Dozens of homes were evacuated, and a number of area roads were closed. There were 17,623 acres of forest burned prior to containment on August 17th.  This fire complex included burned acreage in CA-Z014.",The Hat Creek Complex and SHU Lightning Complex fires were started by lightning strikes from thunderstorms on the evening of August 1st.  Approximately 1800 lightning ground strikes were recorded in Northern California.  The Hat Creek Complex continued until containment on August 12th.  THe SHU Lightning Complex continued until containment on August 17th.,321,,,,,,,,,,,,,,,,,,,
321,186261,WESTERN SISKIYOU COUNTY (ZONE), ,8/2/2009,1700,Wildfire, , ,0,0,0,0,CA,PST-8, ,31718,Z,80,MFR,0,0,Other Federal Agency, , , , , , , , , , , , ,The Harrington fire in the Marble Mountain Wilderness portion of the Klamath National Forest was started by lightning on 8/02/09 around 5 PM PDT.,"The Harrington fire in the Marble Mountain Wilderness portion of the Klamath National Forest was started by lightning on 8/02/09 around 5 PM PDT. As of 09/01/09, it was at 142 acres and was 100 percent contained.  As of 09/01/09, the cost of the fire was 482,000 dollars.",322,,,,,,,,,,,,,,,,,,,
322,193860,SANTA BARBARA COUNTY MOUNTAINS (ZONE), ,8/8/2009,1450,Wildfire, , ,0,0,0,0,CA,PST-8, ,33283,Z,52,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The La Brea Wildfire burned 89,489 acres of land in the mountains of Santa Barbara county in the Los Padres National Forest. The cause of the fire was determined to be a cooking fire at an illegal marijuana operation in the forest. Fortunately only two structures were destrouyed: a hunter's cabin and a unused ranger's cabin. The main conditions driving this wildfire were hot temperatures, very low relative humidity and a very old and dry fuel bed. Overall, the estimated cost to suppress the fire was $23 million.","In the month of August, the La Brea Wildfire burned over 89,000 acres in the Los Padres National Forest in the county of Santa Barbara. The fire was fueled by very hot temperatures, low relative humidity and significant fuels.",323,,,,,,,,,,,,,,,,,,,
323,191777,MT SHASTA/WESTERN PLUMAS COUNTY (ZONE), ,8/16/2009,1435,Wildfire, , ,0,0,0,0,CA,PST-8, ,32844,Z,68,STO,0,0,Park/Forest Service, , , , , , , , , , , , ,"The Elephant Wildfire burned 445 acres of woodland.  Highway 70 travel was limited at one point to one way traffic with a pilot car, causing travel delays.","The Elephant Fire burned an area of forest along Feather River Canyon, near Rock Creek.",324,,,,,,,,,,,,,,,,,,,
324,186257,WESTERN SISKIYOU COUNTY (ZONE), ,8/21/2009,1900,Wildfire, , ,0,0,0,0,CA,PST-8, ,31717,Z,80,MFR,0,0,Other Federal Agency, , , , , , , , , , , , ,The Red Rock fire in the Marble Mountain Wilderness portion of the Klamath National Forest was started by humans on 8/21/09 around 7 PM PDT.,"The Red Rock fire in the Marble Mountain Wilderness portion of the Klamath National Forest was started by humans on 8/21/09 around 7 PM PDT. As of 09/01/09, it was at 1382 acres and was 85 percent contained.  Fire fighting efforts were transferred to a local unit on 09/01/09, and full containment is estimated to occur on 9/5/9.  As of 09/01/09, the cost of the fire was 3.7 million dollars.",325,,,,,,,,,,,,,,,,,,,
325,193865,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE (ZONE), ,8/26/2009,1530,Wildfire, , ,0,0,0,0,CA,PST-8, ,33286,Z,54,LOX,0,2,Fire Department/Rescue, , , , , , , , , , , , ,"The Station Wildfire burned 160,577 acres across the mountains of Los Angeles County in the Angeles National Forest from late August through mid-September. The suspected cause of the fire was arson. The Station Fire destroyed 209 structures, including 89 residences. In addition, two Los Angeles County firefighters were killed on August 30th while evacuating their fire camp. The total suppression cost for the fire was over $93 million.","The Station Wildfire started on August 26th in the mountains of Los Angeles County in the Angeles National Forest. The fire burned intensely into the middle of September. When the fire was contained, it had burned over 160,000 acres and destroyed numerous homes. In addition, two Los Angeles County firefighters were killed when evacuating their fire station.",326,,,,,,,,,,,,,,,,,,,
326,194621,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE), ,8/27/2009,1615,Wildfire, , ,0,0,50000,0,CA,PST-8, ,33473,Z,48,SGX,5,0,Fire Department/Rescue, , , , , , , , , , , , ,,"The Cottonwood Fire began four miles East of Hemet on August 27th at approximately 5:13 PM PDT. The fire spread East along California Highway 74 towards Idyllwild in the San Bernardino National Forest. The fire burned 2,409 acres before being contained on August 31st. No structures were damaged, and five firefighters sustained heat related injuries. The cause of the fire may have been due to a power pole, but is still under investigation.",327,,,,,,,,,,,,,,,,,,,
327,194622,RIVERSIDE COUNTY MOUNTAINS (ZONE), ,8/27/2009,1615,Wildfire, , ,0,0,10000,0,CA,PST-8, ,33473,Z,56,SGX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,,"The Cottonwood Fire began four miles East of Hemet on August 27th at approximately 5:13 PM PDT. The fire spread East along California Highway 74 towards Idyllwild in the San Bernardino National Forest. The fire burned 2,409 acres before being contained on August 31st. No structures were damaged, and five firefighters sustained heat related injuries. The cause of the fire may have been due to a power pole, but is still under investigation.",328,,,,,,,,,,,,,,,,,,,
328,194628,SAN BERNARDINO COUNTY MOUNTAINS (ZONE), ,8/30/2009,1246,Wildfire, , ,0,4,1000000,0,CA,PST-8, ,33474,Z,55,SGX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,,"The Oak Glen III Fire started on August 30th around 1:46 PM PDT near the community of Oak Glen in the San Bernardino National Forest. Mandatory evacuations were ordered for parts of Oak Glen. The fire burned 1,159 acres before being contained on September 8th. Approximately 2,000 homes were threatened. One residence and one outbuilding were destroyed, and one other residence was damaged. Four injuries were reported, though the details are unknown. The fire cost approximately 6.9 million dollars to fight.",329,,,,,,,,,,,,,,,,,,,
329,194638,SAN BERNARDINO COUNTY MOUNTAINS (ZONE), ,8/31/2009,1430,Wildfire, , ,0,1,1000000,0,CA,PST-8, ,33475,Z,55,SGX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,,"The Pendleton Fire began at approximately 3:30 PM PDT on August 31st near Yucaipa. Evacuations were ordered for 1,100 homes and some roads were closed. One residential structure and one outbuilding were destroyed in the 860 acre fire, which was contained on September 3rd. One injury was reported. The cause of the 1.49 million dollar fire is still under investigation.",330,,,,,,,,,,,,,,,,,,,
330,196544,SAN BERNARDINO COUNTY MOUNTAINS (ZONE), ,9/1/2009,0,Wildfire, , ,0,0,20000,0,CA,PST-8, ,33938,Z,55,SGX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,,"The Oak Glen III Fire started on August 30th around 1:46 PM PDT near the community of Oak Glen in the San Bernardino National Forest. Mandatory evacuations were ordered for parts of Oak Glen. The fire burned 1,159 acres before being contained on September 8th. Approximately 2,000 homes were threatened. One residence and one outbuilding were destroyed, and one other residence was damaged. Four injuries were reported, though the details are unknown. The fire cost approximately 6.9 million dollars to fight.",331,,,,,,,,,,,,,,,,,,,
